"Story","Title","Result","Date","Stability","Duration (s)"
"To validate why attend functionality","To test Whyattend page","SUCCESS","2023-09-08T18:09:29.7829435+05:30[Asia/Calcutta]","0.0","66.07"
"To validate why attend functionality","To validate register as a visitor functionality","ERROR","2023-09-08T18:10:36.7992951+05:30[Asia/Calcutta]","0.0","42.9"
